1,0,0,0,2,-7,1,-1,0,0,0,0,1,-2,0
2,625,0,1,-3,6,-2,1,-1,1,-1,-1,-1,0,0
3,1250,1,-1,-1,18,-2,1,0,0,-1,-1,0,-2,0
4,1875,1,1,-1,9,-2,0,-1,1,-2,0,-1,-2,0
5,2500,1,0,1,-6,2,0,0,0,0,0.9999999999999998,0,-1,0
6,3125,0,0,0,-6,2,0,0,0,0,-1,0,-1,0
7,3750,0,0,0,-1,0,-2,-1,1,0,-1,-1,-1,0
8,4375,1,1,0,7,-3,0,0,1,0,0,0,0,0
9,5000,0,1,0,-2,-2,-1,0,-1,0,0,-1,-2,0
10,5625,0,-1,1,-9,2,0,-1,1,-1,-1,1,1,0
11,6250,1,1,1,-11,0,0,0,1,-1,-1,0,-1,0
12,6875,1,0,1,-12,0,0,-1,1,0,0,-1,-1,0
13,7500,0,0,0,-10,1,0,-1,1,-2,-1,-1,-1,0
14,8125,-1,1,1,-12,0,-1,0,1,0,-2,0,-1,0
15,8750,0,0,0,-6,0,0,-1,0,-2,-1,-2,0,0
16,9375,1,0,0,3,-1,-1,0,1,1,-1,0,0,0
17,10000,0,0,-1,1,-1,0,1,0,-2,-1,-1,0,0
18,10625,1,0,2,-7,0,0,-1,1,0,0,-1,-1,0
19,11250,0,-1,0,-17,1,0,1,1,-2,-1,1,0,0
20,11875,1,-1,3,-7,0,0,0,1,0,0,2,-1,0
21,12500,0,0,-3,6,-2,0,-1,2,0,-2,-1,-1,0
22,13125,0,0,-1,5,-1,-2,0,1,1,0,-1,-1,0
23,13750,0,0,-1,0,0,0,0,0,-1,-2,-1,0,0
24,14375,0,0,0,-4,0,0,0,0,0,-1,0,0,0
25,15000,1,1,-1,3,0,-1,-1,1,-2,-1,-1,1,0
26,15625,1,0,-2,8,-3,-1,0,0,0,-1,0,-1,0
27,16250,1,0,-1,10,-2,-1,0,0,0,0,-2,-1,0
28,16875,0,1,0,9,-1,0,0,1,-1,0,0,0,0
29,17500,-1,0,0,11,-1,0,-1,0,0,0,0,-1,0
30,18125,1,0,-2,15,-3,0,0,1,-1,0,-1,0,0
31,18750,0,0,0,8,-1,0,-1,0,0,-1,0,-1,0
32,19375,-1,1,0,-5,-1,0,0,1,-1,-1,0,-1,0
33,20000,0,1,1,-5,1,-1,0,1,-1,-1,0,-3,0
34,20625,1,0,-3,5,-2,1,1,0,-1,-1,-2,-1,0
35,21250,0,0,-1,18,-4,0,-1,2,-1,-1,-1,-1,0
36,21875,-1,0,0,11,-1,0,-1,0,-1,-1,-1,0,0
37,22500,1,0,1,-6,2,-1,0,1,-1,0.9999999999999998,0,-2,0
38,23125,0,0,1,-7,1,-1,1,-1,-2,-2,-2,-2,0
39,23750,1,-1,0,-1,-2,0,-1,1,0,-1,0,-1,0
40,24375,0,2,-1,7,-1,0,0,1,0,-1,0,-1,0
41,25000,1,-1,0,-1,-2,-1,-1,1,0,0,-1,-1,0
42,25625,-1,1,2,-9,1,0,0,1,-2,-1,0,-1,0
43,26250,-1,-1,-1,-12,2,0,-1,0,-1,-1,0,-1,0
44,26875,1,0,1,-10,1,-1,0,0,-1,0,-1,-1,0
45,27500,0,0,0,-10,0,1,0,0,-1,-2,0,0,0
46,28125,1,1,1,-13,0,0,0,0,0,-1,-1,-1,0
47,28750,1,1,1,-8,-1,0,0,-1,0,-1,0,0,0
48,29375,0,0,-1,3,1,0,1,0,-1,-1,-1,-2,0
49,30000,0,0,0,4,-2,0,0,1,0,0,0,0,0
50,30625,0,0,3,-5,1,0,0,0,-1,-1,-2,-2,0
51,31250,1,0,-1,-15,0,-1,-1,2,1,-1,-1,0,0
52,31875,1,0,1,-7,0,0,-1,1,-1,0.9999999999999998,0,-1,0
53,32500,1,0,-1,4,-1,-1,0,1,-2,0,0,-1,0
54,33125,1,0,0,5,-2,-1,0,-1,-1,0,-1,0,0
55,33750,0,0,0,1,0,0,1,0,0,-1,-1,-1,0
56,34375,0,1,1,-4,0,-2,-1,0,-1,0,0,-1,0
57,35000,1,0,1,2,0,-1,1,0,-1,0,0,0,0
58,35625,1,0,-2,8,-4,-1,0,0,-2,-1,0,-1,0
59,36250,1,1,-1,10,-2,-1,-1,0,-1,0.9999999999999998,-1,0,0
60,36875,0,-1,-2,9,0,0,0,0,-1,-1,0,-1,0
61,37500,0,-1,-1,10,-2,0,-1,1,-1,0,-1,0,0
62,38125,1,0,-2,15,-2,0,-1,1,-1,-1,-2,-1,0
63,38750,0,0,0,9,-1,0,0,0,0,0,-1,-2,0
64,39375,1,0,0,-4,0,0,1,0,0,-1,0,-1,0
65,40000,0,-1,0,-6,0,0,-1,1,-1,-1,1,-1,0
66,40625,0,1,-2,6,-3,0,-1,0,-2,-1,0,-1,0
67,41250,1,0,-2,18,-4,0,0,-1,0,0,-1,-3,0
68,41875,-1,0,-3,10,-1,0,-1,1,-1,-1,-1,-1,0
69,42500,0,0,1,-6,1,0,-1,0,1,-2,-1,0,0
70,43125,1,0,1,-5,0,0,-1,1,-1,-2,-1,-1,0
71,43750,0,-1,-1,-1,-1,0,0,0,0,-2,-1,-1,0
72,44375,-1,1,-1,7,-2,0,-2,0,0,0,-1,-1,0
73,45000,1,0,-1,-1,-2,0,0,0,-1,-1,-1,-1,0
74,45625,-1,1,2,-10,2,0,0,0,0,0,0,0,0
75,46250,0,0,1,-13,0,0,0,-1,-1,-2,-1,-1,0
76,46875,0,2,0,-10,0,0,0,1,-1,0,0,-1,0
77,47500,1,0,0,-9,0,0,-1,0,-1,-1,-1,-1,0
78,48125,-1,0,3,-13,1,-1,0,0,0,0,-1,0,0
79,48750,1,0,-1,-8,0,0,0,0,-1,-1,-1,0,0
80,49375,0,-1,1,3,-1,0,1,0,0,0,0,-1,0
81,50000,1,-1,-1,2,-2,-1,-1,2,-1,-1,-1,-1,0
82,50625,0,0,2,-5,3,0,1,0,1,0,0,0,0
83,51250,1,0,0,-16,0,-1,1,1,-1,-1,-1,0,0
84,51875,0,0,2,-9,1,0,-1,-1,0,0,0,0,0
85,52500,1,1,-2,4,-3,-1,-1,1,-1,-1,-1,-2,0
86,53125,0,0,0,6,-1,0,-2,1,0,0,-2,0,0
87,53750,0,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0
88,54375,0,0,0,-4,-1,0,0,1,-1,0,-1,0,0
89,55000,0,1,1,1,0,0,1,0,-1,-1,-1,-2,0
90,55625,1,0,-2,7,-4,-1,0,0,-1,-1,-1,-1,0
91,56250,0,1,0,10,-2,-1,0,0,-1,0.9999999999999998,0,0,0
92,56875,0,0,-1,9,0,-1,-1,0,-1,-1,0,-2,0
93,57500,1,-1,-1,10,-2,1,0,0,0,-1,-1,-2,0
94,58125,0,0,-1,15,-3,0,0,0,-2,0,-1,-1,0
95,58750,1,0,-1,8,0,-1,-1,0,-2,0,-1,-2,0
96,59375,0,-1,0,-2,-1,1,0,1,-1,0,-1,0,0
97,60000,0,-1,0,-6,1,-1,0,0,0,0,0,-2,0
98,60625,0,0,-3,6,-3,-1,0,0,-1,-1,-1,-1,0
99,61250,1,0,-2,18,-2,0,1,0,-1,0,-2,-2,0
100,61875,0,1,-1,10,-2,0,-1,0,-2,0,-1,0,0
101,62500,1,-1,1,-5,1,0,0,1,-1,0.9999999999999998,-1,0,0
102,63125,1,0,1,-7,2,-1,-1,0,-2,-2,-2,0,0
103,63750,-1,1,-1,0,-1,-1,-1,0,-2,0,0,-1,0
104,64375,1,1,-1,7,-1,0,0,0,-1,-1,-1,-1,0
105,65000,0,0,0,0,-1,0,1,1,-1,-2,0,0,0
106,65625,1,0,2,-9,1,0,-1,1,1,2,0,0,0
107,66250,1,1,-1,-12,0,0,0,0,-1,-2,0,-1,0
108,66875,1,0,2,-11,-1,0,-1,1,0,-1,0,-2,0
109,67500,0,1,0,-9,0,-2,1,0,-2,-1,-2,-1,0
110,68125,1,-1,2,-13,1,-1,1,0,-1,0,-2,-1,0
111,68750,-1,1,0,-7,0,-1,0,1,-1,-1,0,0,0
112,69375,0,1,0,3,-1,-1,0,0,0,0,0,-1,0
113,70000,1,0,-1,4,-1,1,-1,0,-1,-1,-1,-1,0
