1,0,0,0,2901,2233,-5149,3,-71,67,2894,2255,-5147,1,0,0,0
2,625,-1,0,2005.0000000000002,3085,-5112,4,-80,57.99999999999999,1996,3115,-5109,2,0,0,0
3,1250,0,0,1126,3766,-4921,5,-86,51,1119,3803,-4919,4,0,0,0
4,1875,1,-1,181,4332,-4546,6,-82,38,173,4376,-4541,6,0,0,0
5,2500,1,1,-802,4753,-3988,7,-71,17,-808,4800,-3981,11,0,0,0
6,3125,1,0,-1879,5058,-3217,8,-69,4,-1882,5109,-3207,15.000000000000002,0,0,0
7,3750,1,-1,-2840,5091,-2289,11,-64,-16,-2838,5143,-2278,19,0,0,0
8,4375,0,-1,-3595,4955,-1394,9,-56,-30.999999999999996,-3594,5004,-1382,19,0,0,0
9,5000,1,0,-4197,4652,-487,9,-43,-43,-4195,4699,-475,18,0,0,0
10,5625,0,1,-4676,4153,497,9,-20,-52,-4672,4194,508.00000000000006,20,0,0,0
11,6250,0,0,-5032,3466,1543,8,-8,-61.99999999999999,-5028,3500,1553,16,0,0,0
12,6875,0,-1,-5145,2586,2541,7,9,-75,-5140,2610,2549,11,0,0,0
13,7500,0,0,-5063,1707,3345,6,24,-81,-5058,1721,3351,8,0,0,0
14,8125,0,0,-4813,820,3984.0000000000005,2,37,-85,-4808,825,3987.9999999999995,1,0,0,0
15,8750,-1,1,-4355,-167,4521,-2,46,-75,-4349,-174,4520,-1,0,0,0
16,9375,0,0,-3736,-1179,4921,-1,55,-67,-3729,-1195,4921,0,0,0,0
17,10000,-1,0,-2897,-2236,5149,0,70,-64,-2889,-2263,5149,1,0,0,0
18,10625,-1,-1,-1997.0000000000002,-3093,5112,-3,80,-56,-1990.9999999999998,-3126,5110,-3,0,0,0
19,11250,-1,0,-1118,-3775,4918,-7,87,-48,-1112,-3812,4916,-7,0,0,0
20,11875,0,0,-179,-4333,4545,-7,82,-33,-175,-4377,4541,-7,0,0,0
21,12500,1,-1,798,-4754,3990,-9,72,-15,800,-4801,3982.9999999999995,-13,0,0,0
22,13125,0,0,1880,-5059,3215,-9,71,-1,1883,-5110,3205,-17,0,0,0
23,13750,-1,1,2839,-5091,2286,-9,64,20,2838,-5142,2277,-20,0,0,0
24,14375,-1,-1,3589,-4954,1397,-11,57.00000000000001,30.999999999999996,3586,-5006,1385,-22,0,0,0
25,15000,-1,-1,4193,-4649,487,-10,45,44,4191,-4697,475,-21,0,0,0
26,15625,-1,1,4679,-4147,-505.99999999999994,-10,20,53,4674,-4190,-517,-18,0,0,0
27,16250,1,0,5033,-3458,-1552,-9,9,61.99999999999999,5027,-3494,-1561,-16,0,0,0
28,16875,-1,1,5144,-2582,-2546,-7,-8,77,5139,-2607,-2554,-12,0,0,0
29,17500,0,0,5065,-1706,-3346,-4,-24,82,5058,-1723,-3350,-7,0,0,0
30,18125,1,1,4815,-820,-3986.0000000000005,-3,-36,86,4808,-827,-3989,-3,0,0,0
31,18750,0,0,4357,165,-4518,0,-46,76,4349,168,-4521,-1,0,0,0
32,19375,0,-1,3740,1173,-4919,1,-55,70,3731,1187,-4917,1,0,0,0
33,20000,-1,0,2901,2233,-5147,2,-69,67,2891,2255,-5147,1,0,0,0
34,20625,-2,1,1999,3089,-5111,3,-80,57,1990,3122,-5109,3,0,0,0
35,21250,0,2,1117,3773,-4918,5,-86,51,1110,3811,-4915,4,0,0,0
36,21875,0,1,170,4341,-4544,7,-83,35,162,4384,-4540,7,0,0,0
37,22500,0,0,-811,4761,-3987,7,-72,16,-814,4809,-3978.9999999999995,13,0,0,0
38,23125,0,1,-1882,5063,-3217,8,-70,2,-1886,5114,-3208,16,0,0,0
39,23750,-1,0,-2836,5091,-2292,10,-64,-16,-2838,5143,-2281,17,0,0,0
40,24375,0,1,-3589,4953,-1399,10,-55,-30,-3588,5003,-1387,20,0,0,0
41,25000,-1,0,-4193,4649,-487,11,-44,-43,-4193,4696,-474,19,0,0,0
42,25625,0,1,-4674,4146,500,9,-20,-51,-4671,4189,510,17,0,0,0
43,26250,0,0,-5031,3460,1550,8,-9,-60,-5026,3494,1558,15.000000000000002,0,0,0
44,26875,1,1,-5146,2581,2548,7,10,-75,-5140,2605,2555,12,0,0,0
45,27500,0,1,-5066,1704,3350,6,25,-81,-5060,1717,3355,8,0,0,0
46,28125,1,0,-4816,818,3987,2,37,-84,-4809,822,3990,4,0,0,0
47,28750,0,-1,-4358,-167,4521,1,47,-73,-4352,-171,4524,2,0,0,0
48,29375,0,0,-3738,-1175,4920,-2,56,-69,-3733,-1192,4918,-3,0,0,0
49,30000,-1,0,-2898,-2234,5146,-3,70,-65,-2890,-2259,5146,-3,0,0,0
50,30625,1,0,-1995,-3091,5109,-4,81,-55.00000000000001,-1989.0000000000002,-3123,5106,-3,0,0,0
51,31250,0,0,-1113,-3775,4914,-6,87,-48,-1107,-3814,4911,-7,0,0,0
52,31875,1,1,-171,-4339,4541,-7,83,-34,-165,-4382,4536,-8,0,0,0
53,32500,0,-1,804,-4757,3988,-8,73,-14,809,-4804,3980,-13,0,0,0
54,33125,1,1,1884,-5064,3215,-10,72,0,1885,-5115,3206,-17,0,0,0
55,33750,0,-1,2838,-5092,2290,-11,64,18,2838,-5145,2279,-19,0,0,0
56,34375,0,0,3587,-4956,1403,-10,57.99999999999999,32,3584,-5007,1391,-21,0,0,0
57,35000,0,1,4192,-4651,489,-10,44,46,4187,-4699,477,-20,0,0,0
58,35625,0,1,4677,-4147,-505,-11,21,54,4674,-4190,-516,-20,0,0,0
59,36250,-1,0,5035,-3458,-1554,-8,8,63,5029,-3494,-1563,-16,0,0,0
60,36875,0,0,5148,-2578,-2553,-8,-9,76,5142,-2602,-2562,-15,0,0,0
61,37500,0,1,5066,-1699,-3356,-5,-24,83,5061,-1716,-3361,-8,0,0,0
62,38125,1,0,4816,-812,-3994.9999999999995,-1,-36,87,4809,-819,-3995.0000000000005,-3,0,0,0
63,38750,0,0,4354,174,-4526,-3,-46,76,4347,177,-4526,-4,0,0,0
64,39375,0,0,3733,1180,-4920,1,-54,69,3725,1195,-4920,-1,0,0,0
65,40000,0,0,2897,2237,-5149,3,-70,68,2889,2260,-5147,-1,0,0,0
66,40625,1,0,1995,3091,-5108,3,-79,56,1986,3121,-5108,1,0,0,0
67,41250,0,0,1114,3773,-4914,5,-85,51,1105,3811,-4912,6,0,0,0
68,41875,0,1,168,4339,-4540,7,-81,36,161,4381,-4535,8,0,0,0
69,42500,1,1,-810,4757,-3985.0000000000005,7,-71,17,-815,4806,-3977,11,0,0,0
70,43125,0,0,-1882,5061,-3215,9,-71,2,-1886,5110,-3205,16,0,0,0
71,43750,1,-1,-2837,5089,-2288,10,-64,-16,-2839,5141,-2279,18,0,0,0
72,44375,-1,0,-3589,4954,-1399,9,-56,-30,-3587,5005,-1388,19,0,0,0
73,45000,1,0,-4193,4649,-488.00000000000006,10,-45,-42,-4192,4697,-476,19,0,0,0
74,45625,1,0,-4674,4148,500,9,-20,-51,-4672,4189,511,18,0,0,0
75,46250,0,2,-5030,3461,1546,7,-7,-60,-5026,3496,1556,15.000000000000002,0,0,0
76,46875,1,0,-5147,2582,2549,8,9,-75,-5142,2605,2556,12,0,0,0
77,47500,-1,1,-5064,1699,3352,5,25,-80,-5059,1713,3357,4,0,0,0
78,48125,0,0,-4812,811,3992,1,38,-84,-4807,813,3995.9999999999995,1,0,0,0
79,48750,0,0,-4354,-177,4527,-1,47,-76,-4349,-182,4528,0,0,0,0
80,49375,0,1,-3733,-1187,4927,-1,56,-67,-3727,-1201,4926,0,0,0,0
81,50000,-1,-1,-2895,-2241,5152,-4,70,-66,-2888,-2267,5150,-4,0,0,0
82,50625,0,1,-1997.0000000000002,-3093,5111,-3,81,-56,-1988,-3126,5109,-3,0,0,0
83,51250,1,0,-1118,-3773,4918,-5,86,-50,-1112,-3811,4916,-6,0,0,0
84,51875,1,0,-178,-4333,4544,-7,85,-34,-172,-4377,4538,-9,0,0,0
85,52500,1,-1,801,-4753,3987,-8,71,-15,805,-4801,3978.0000000000005,-13,0,0,0
86,53125,1,1,1888,-5059,3210,-10,71,-1,1889,-5111,3199,-16,0,0,0
87,53750,-1,1,2847,-5093,2280,-11,64,18,2848,-5145,2269,-19,0,0,0
88,54375,1,0,3597,-4953,1391,-11,57.00000000000001,32,3594,-5005,1378,-22,0,0,0
89,55000,0,1,4199,-4650,480,-10,43,45,4197,-4698,468,-21,0,0,0
90,55625,1,0,4680,-4147,-507,-11,20,54,4677,-4191,-519,-18,0,0,0
91,56250,-1,1,5033,-3458,-1552,-9,9,61.99999999999999,5028,-3494,-1563,-16,0,0,0
92,56875,2,1,5146,-2580,-2550,-8,-8,76,5139,-2606,-2556,-12,0,0,0
93,57500,-1,0,5061,-1698,-3350,-8,-23,83,5055,-1715,-3354,-8,0,0,0
94,58125,0,-1,4810,-811,-3990,-3,-35,85,4804,-818,-3994,-4,0,0,0
95,58750,0,-1,4351,173,-4525,0,-46,76,4344,178,-4525,-1,0,0,0
96,59375,0,0,3733,1183,-4922,2,-55,68,3724,1197,-4921,1,0,0,0
97,60000,1,0,2897,2237,-5150,1,-70,68,2888,2261,-5149,2,0,0,0
98,60625,0,1,1998,3091,-5112,5,-80,57.99999999999999,1990,3123,-5109,0,0,0,0
99,61250,0,0,1118,3774,-4921,6,-86,51,1111,3814,-4917,3,0,0,0
100,61875,0,0,171,4340,-4545,7,-84,37,164,4384,-4539,10,0,0,0
101,62500,1,2,-813,4758,-3984.0000000000005,7,-71,17,-816,4807,-3978.0000000000005,12,0,0,0
102,63125,1,0,-1887,5064,-3213,10,-70,3,-1892,5114,-3203,14,0,0,0
103,63750,1,0,-2848,5092,-2281,9,-64,-17,-2850,5144,-2270,18,0,0,0
104,64375,0,0,-3601,4953,-1386,11,-57.00000000000001,-30.999999999999996,-3600,5005,-1375,20,0,0,0
105,65000,0,1,-4204,4648,-476,10,-44,-43,-4202,4696,-464,18,0,0,0
106,65625,1,1,-4680,4146,508.00000000000006,10,-20,-54,-4678,4186,519,18,0,0,0
107,66250,1,0,-5035,3455,1558,8,-8,-61.99999999999999,-5031,3490,1567,16,0,0,0
108,66875,0,0,-5146,2575,2553,6,10,-75,-5141,2599,2562,12,0,0,0
109,67500,0,-1,-5063,1698,3352,4,26,-82,-5057,1711,3357,5,0,0,0
110,68125,0,0,-4810,812,3990,1,39,-84,-4803,815,3991.9999999999995,2,0,0,0
111,68750,0,-1,-4351,-174,4523,1,48,-76,-4346,-181,4525,1,0,0,0
112,69375,0,0,-3727,-1185,4921,0,56,-67,-3719,-1201,4920,1,0,0,0
113,70000,0,1,-2892,-2240,5147,-2,71,-66,-2884,-2264,5145,-1,0,0,0
114,70625,0,0,-1989,-3095,5108,-4,80,-56,-1983,-3127,5104,-2,0,0,0
115,71250,0,1,-1109,-3779,4913,-6,87,-49,-1103,-3816,4911,-6,0,0,0
